user_id,country,affiliation,a_rate,h_rate
Reflect,CN,,482,0
Reflection97,IN,,23,0
Reforge,CN,,232,0
RefreshingMyMind,CA,,5,0
Refu3,JP,,174,0
Refugee,CN,,753,0
Refun,CN,slyz,1677,0
RefunRefun,CN,,375,0
Regan,CN,,11,0
ReganHwang,CN,,164,0
Regele,EG,,0,0
RegentDawn,JP,,127,0
Regent_50m,JP,,996,0
Regeron,JP,,210,0
Regex,IN,IIITD,7,0
Regg,TD,,1231,0
Regimes,CN,HIT & HNSDFZ,1648,0
Register,CN,,2140,0
Register_flicker,CN,,199,0
Register_int,CN,None,1309,0
Rego,IN,,12,0
Regul4r,RU,,400,0
Regular,CN,,124,0
Regular158Pencil,IN,,66,0
RehabSobhy,EG,,6,0
Reham777,ZA,,2,0
Reham_,EG,,0,0
Reham_Atta,EG,,37,0
Rehan_,XX,,0,0
Rehan_25,IN,National Institute of Technology Calicut,14,0
Rehpic_08,IN,,2,0
Rehras,IN,,3,0
Rei0000,JP,,313,0
Rei0225,JP,,79,0
Rei1001,JP,,231,0
Rei1906,JP,,935,0
Rei23,JP,,4,0
ReiAkiduki,JP,,1010,31
ReiRKNZ,JP,,735,0
ReiRev,JP,東京大学(卒業),899,163
ReiTrainingC,JP,,390,0
ReiVindicatio,JP,Hokkaido University OB,2014,306
Rei_0324,JP,,55,0
Rei_1001,JP,,24,0
Rei_Tsu,JP,,374,0
Reibits,JP,,212,0
Reideen131199,VN,,402,0
Reider,JP,Hokkaido University,1183,0
Reidite,IN,,5,0
Reihanalifio30,ID,,1,0
Reiji_012,JP,Tokyo Institute of technology,136,0
Reijjji,JP,Kochi University of Technology,46,0
Reilly_RED,JP,龍谷大学先端理工学部,2,0
Reilow00,JP,,0,0
Reima,JP,,585,0
Rein5652,JP,,255,0
Reina1,JP,,68,0
ReinaChen,CN,,1021,0
Reina_Kagamihara,JP,黒蜥蜴星,985,0
ReindeerOne,JP,,157,0
ReineJ,LB,,31,0
ReineRabbit,CN,,958,0
Reines,JP,TDU,134,0
Reinforce,CN,,508,0
Reinhardt,IN,,2,0
Reinhart,CN,,909,0
ReinierS,NL,,1759,0
ReinventingMe,IN,,29,0
Reis_autor,JP,,35,0
Reisan03,JP,,188,0
Reisen,JP,,2,0
Reisen_,CN,,155,0
Reishin,JP,,6,0
Reiton11,JP,,4,0
Reivaj,TW,,138,0
ReiwaTaro,JP,,2,0
ReiwanowA,JP,Tokyo Institute of Technology,35,0
Reiyumu,JP,,195,0
Rejoan,BD,,6,0
RejoanAC,BD,,6,0
Rejuan,BD,,2,0
Rejuana,BD,North South University,272,0
RejudgeXXX,CN,Google,106,0
Rekhav,IN,,37,0
Rekkuuza,JP,静岡県立浜松城北工業高等学校,0,0
Reko,CN,,728,0
Rekt0707,IN,,33,0
RektFJ,CN,,134,0
Rektirino,IN,,11,0
RelLim0401,JP,,7,0
Relax,JP,,0,0
RelaxL,KZ,,571,0
Relaxxpls,IN,IIT Bombay,0,0
Reliauk,CN,,682,0
Relic,IN,,33,0
Religious_J,CN,1307588162,131,0
Rell,CN,Nanyu Middle School   冲！g,1242,0
Reloading,KR,大学院,992,0
RemRam,JP,,668,0
Remake_,CN,,646,9
Remake__,XX,,103,0
Remake_qwq,XX,,391,0
Remaked,CN,,4,0
Remakee,TD,3242342424,2461,0
Remancy,CN,SZTU,143,0
Remarque,RU,,867,0
Remember,CN,,53,0
Remijang,TW,,0,0
Remilia1023,CN,,892,0
Remint716,JP,西日本工業大学,23,0
Reminter,JP,西日本工業大学,44,0
Remismylove,CN,,1119,0
RemmyComing,CN,remmymilkyway fan club,1296,0
Remocuz,CN,QAQ club,1096,0
Remon767810,BD,,1,0
Remonmaru0926,JP,TUT,822,834
Remonn,JP,University,962,0
Remus,HU,,0,0
Ren0987,JP,,3,0
Ren112358,JP,"Kobe University, Japan",984,0
Ren81047,JP,,201,0
RenF,JP,,0,0
RenFukatsu,JP,Meiji University,1488,0
RenJunXi,CN,,50,0
RenMingjun,CN,,0,0
RenNishikaze,JP,,95,0
RenSheYu,CN,Xiamen Shuangshi Middle School of Fujian,0,0
RenWeitao,CN,207830781,46,0
RenYum,JP,Niigata University,151,0
RenaMoe,CN,,1441,0
Rena_,JP,,26,0
Rena_Takeda,JP,,1659,0
Renan_Machado,BR,Ifsul -Campus Sapucaia do Sul,1,0
Renascence5,CN,Tsinghua University,0,0
Renatus,CN,,1918,0
Renatys,RU,,2038,0
Renauga,IN,"Indian institute of Technology, Roorkee",1565,0
Rench,US,,171,0
Rencj,CN,,1844,0
Rene0046,CU,IPVCE Ernesto Guevara,577,0
Rene0305,CA,Westdale Secondary School,5,0
ReneD,IN,,0,0
Renee,JP,Tohoku University,1208,0
Renegade001,IN,,486,0
Renegades,CN,yc_吴桐雨,418,0
Renfa,JP,,8,0
Rength,JP,,156,0
Reni,JP,,6,0
Renion7,JP,,625,0
Renium,JP,学生,31,0
Renjith444,IN,Student,2,0
Renne_S_Eve,JP,,408,0
Reno_,JP,,9,0
Renpent,JP,,50,0
Renreso,JP,,8,0
Renri,JP,,0,0
Rensyu,JP,,966,0
Reo1109,JP,会津大学,102,0
ReoHaguremeta,JP,久留米高専,32,0
ReoI,JP,東京大学,35,0
ReoLex,JP,,97,0
ReoNext,JP,,89,0
Reon22,JP,puzzle knock,172,0
Reon_0101,JP,,0,0
ReosTa,TR,,5,0
Repartil,JP,,44,0
Repeater,CN,+86 18860841598,244,0
Repentance,CN,,839,0
Repentance2,CN,whk！whk ！！whk！！！,828,0
Repiso_Piyush,IN,,0,0
Repkironca,TW,,549,0
Reppot,IN,,0,0
Reprobability,JP,東京工業大学,434,0
Reprobability__,JP,久留米大学附設高等学校,68,0
Reps,GR,National Technical University of Athens,78,0
Reptile25,IN,,26,0
Repunzel,CN,,1189,0
Requiem_,NR,,763,0
Reqvier,RU,,580,0
Rere_32,JP,,21,0
Rereren,JP,,7,0
Rerererere,JP,,43,0
Reric,AR,,0,0
RernaG,CN,FJ,31,0
Rescol,JP,,1149,0
Rescuring,CN,,2052,0
Reseamus,CN,,143,0
Resee,CN,,872,0
Resende,BR,,1390,0
ResentfulPhantom,IN,,1664,0
Reshadrid,BD,,116,0
Reshma,IN,"department of electronics and communication engineering,IIT(ISM)DHANBAD",107,0
Reshma1,IN,,0,0
Reshmi_01,BD,,23,0
Reshu,IN,,5,0
Reshyurem,IN,,6,0
Resilient,IN,,0,0
Resolmi,CN,,198,0
Resona,JP,大学生,0,0
Respberri,PH,None,2,0
Respect2D,JP,765,1566,0
RespectTang,CN,,7,0
Response200,IN,,337,0
Ressed,CN,,1733,0
Ressley,KZ,,0,0
Rest,JP,TDU,260,0
Rest02Mark,JP,,256,0
Restart_Shea,CN,,128,0
Resting_Prince,IN,Indian Institute of Technology Guwahati,964,0
RestlessRocket,BD,no,24,0
Restrice1Planox,IN,,75,0
ResurrectFlame,IN,,72,0
RetaededChungus,IN,,195,0
Retag_Eslam,EG,,44,0
Retaqwq,CN,,51,0
Retard,IN,Willaim Lin FanClub.,1118,0
Retarded_Ape,IN,IIIT Lucknow,1233,0
Retekant,US,,2,0
Rethik,IN,,3,0
Retina04,BD,,3,0
Reto112,JP,,607,0
Retown,CN,,36,0
Retr,CN,,421,0
Retr0_Gu,CN,,47,0
Retro,JP,SIer企業,918,439
RetroFire_2035,CN,,129,0
RetroVision,IN,,583,0
Retrogogogo,CN,WZU,801,0
RetsaZC19,CN,,508,0
Return_1,IN,,39,0
Return_Hao,CN,Tokyo Institute of Technology,1486,0
Return_heart,BD,,97,0
Return_to_Truth,CN,,376,0
Reuben,JP,,322,0
Reusez,JP,,0,0
Reuven,JP,,362,1063
Rev17,JP,,57,0
RevPanDa,JP,学生,0,0
Rev_river,KR,Kyung Hee University,585,0
Reva,JP,東京大学教養学部前期課程,263,0
Revanth99,IN,,267,0
Revanth_M,IN,,16,0
Revathi,IN,,7,0
Revathi_80,IN,,40,0
Revathich,IN,,4,0
Reve_,CN,,30,0
Revenant301003,IN,,2,0
Revenge_,EG,,38,0
Revenir,JP,UEC,92,0
Reveriel,JP,Tokyo Institute of Technology,1650,0
Reversible,JP,,554,0
Revir,JP,,623,0
Reviver3,JP,,102,0
RevoGen,ID,,59,0
Revolilol,TW,,36,0
Revolution,BD,,144,0
Revolution2213,JP,,0,0
RevolutionBP,CN,zpk Fan Club,1353,0
Revolutionary,CN,15053969626,107,0
Revolver,CN,,48,0
Rew,JP,,992,0
RewanEsmaiel,EG,,0,0
Rewangi,IN,Betch ,1,0
Rewindrosenren,CN,,75,0
Rewritetxdy,CN,,1970,0
RexKansai,JP,Panasonic Automotive Systems Corporation,102,0
Rex_Liang,CN,,10,0
Rex_tang,CN,,20,0
Rexdisn,CN,,209,0
Rexed,CU,None,28,0
Rexik_Geroj,BY,,0,0
Rexop,ZW,,1776,0
Rextrom,IN,,1,0
Rey03,IN,,0,0
Rey28,CU,,1,0
Rey564219,JP,学生,186,0
ReyVenom,IN,Chitkara,8,0
Reyad1875,BD,,3,0
Reyam,SY,,167,0
Reyan_,IN,,0,0
Reyayay,JP,,81,0
Reyes,CN,,21,0
Reyhane_,XX,,0,0
Reykun,CN,Wuhu No.27 Middle School,45,0
Reyna,IR,,2908,0
Reynaldy,SG,,43,0
Reynali,CN,,6,0
Reyno,JP,大阪大学,57,0
Reyon,JP,,259,0
Reyyy,JP,東京電機大学理工学部情報システムデザイン学系,2,0
Reza,IR,,391,0
RezaK,CN,Shandong Univercity of Technology,226,0
RezaSi,IR,,803,75
Rezaul_Karim,BD,Patuakhali Science & Technology University,387,0
RezaulkKarim,BD,,2,0
Rezira,JO,,1595,0
RezwanArefin01,BD,,999,0
Rflower,JP,,218,0
Rforce,BD,,17,0
Rg18007590,IN,,0,0
RgrayLemon,JP,,128,0
Rguchi46,JP,,30,0
Rh0Q,JP,,1511,0
RhInEs,CN,GZHU,23,0
Rhaegal99,IN,,56,0
Rhaegar,IN,,216,0
RhaegarTargaryen,IN,,9,0
Rhapsodian,IN,,0,0
Rhe,JP,,69,0
RheoTommy,JP,Makuhari Senior High School,2038,1224
Rhetorical,IN,Integral University,56,0
Rhfactor,IN,,3,0
Rhiki,JP,,8,0
Rhino,JP,,6,0
Rhitam02,IN,,55,0
Rhlbika2024,IN,,140,0
RhmBWT,CN,,1859,0
Rho17,JP,パ研合宿2022,2101,0
RhoAias,VN,,17,0
Rhode_PRTS,CN,,26,0
Rhodium,JP,,72,0
Rhodoks,CN,,1806,0
Rht,IN,,16,0
RhuRhuRhuRhu023,JP,,53,0
Rhuk,US,,890,0
Rhuman,JP,,75,0
Rhunosuke,JP,,969,0
Rhus,JP,,269,0
Rhyems,CN,2441615119@qq.com,943,0
Rhyme3,CN,,0,0
Rhyno,KR,,9,0
Rhys,JP,,635,0
Rhyth_Master,JP,,260,0
Rhythm08,IN,Punjab Collage of Technical Education,24,0
RhythmCodes,IN,IIIT Hyderabad,0,0
RhythmDivine,IN,,3,0
Rhythm_1703083,BD,,109,0
Rhythmaster,JP,,215,0
Rhythvia,JP,nittc,40,0
Ri0_Apple,JP,,0,0
Ri11,JP,,183,0
Ri7ptargyi,JP,,282,0
Ri9,JP,,364,0
RiD_DLeR_,BD,,4,0
RiMnJa,IN,,261,0
RiN6,JP,FREE,802,0
RiRiPa,JP,,979,0
RiRia,JP,,0,0
RiRinbaru,JP,Kyushu University,120,0
RiSe_,IN,,15,0
Ri_Nai,CN,,75,0
Ria,IN,,2,0
Ria4,IN,,12,0
Riaad_Morshed,BD,,65,0
Riad95,BD,,1017,0
Riaj899,BD,,367,0
RiajulIslamRish,BD,,0,0
Riajul_Alam,BD,,609,0
Riana,JP,,388,0
Riand,CN,,261,0
Riaroki,JP,,147,0
RiasadHuq10,BD,North South University,464,0
Riaz,BD,,4,0
RibForever,JP,,851,0
RibNat,BD,,29,0
RibljiKeksic,RS,what,858,0
Ribura,JP,豊田工業高等専門学校,1015,0
Ric_ick,CN,,2,0
RicardoH,CN,13086075360,9,0
RicardoShips,CN,,1387,0
Ricardo_Chen,CN,WUT,52,0
Ricardo_M_Lu,CN,,625,0
Ricardo_zm,CN,HUAS,41,0
Ricarpy,CN,,43,0
Rice23,JP,,55,0
RiceCastle,JP,,452,123
RiceQuakes,CN,,0,0
RiceTkg,JP,,7,0
Rice_Cooker,JP,,62,0
Rice_porridge,CN,,1352,0
Rice_tawara459,JP,,1624,936
Riceball,JP,学生,391,96
Ricebug,TW,,3,0
Ricecat_,JP,,9,0
Ricen,JP,,18,0
Rich_People,BD,,55,0
Richa2408,IN,,7,0
RichaDavda,IN,,33,0
Richard1211,CN,,346,0
Richard777,CN,,157,0
RichardChen,CN,,3,0
RichardF,JP,,1,0
RichardL,EE,,1054,0
Richard_ZRC,CN,,55,0
Richard_for_OI,CN,,11,0
Richardfang,CN,,16,0
Richardxcpd,CN,张老师和杜老师编程课,14,0
Richelieu,JP,,181,0
Richie,ID,,401,0
Richie777,CN,,2,0
Richie_rich,IN,,63,0
Richik19,IN,,5,0
Richita,BD,,598,0
Richitha,IN,,30,0
Richw818,US,University of Virginia,1445,0
Richy,JP,大阪工業大学,63,0
Rick0321,JP,,826,0
Rick0_o,CN,,670,0
Rick1,CN,,463,0
Rick1647,TW,,31,0
Rick2200,JP,メーカー,1212,1599
Rick25,JP,,46,0
Rick51,IN,,16,0
RickK,JP,,28,0
RickLee,CN,,48,0
RickMcCoy,KR,,1095,0
RickNon,JP,,101,0
RickS,IN,,148,0
RickSaimon,JP,,892,20
RickSanchezStoic,IN,,20,0
Rick_Astley,CN,,11,0
Rick_Y,JP,,13,0
Rickandjerry,CN,,395,0
Ricken,JP,,70,0
Rickenbacker620,JP,"Advanced Sensing & Machine Intelligence Group, Chukyo Univ.",9,0
RickeyZ,CA,,575,0
Ricky2009,CN,,1302,0
Ricky234,CN,,14,0
RickyOta,JP,The University of Tokyo,939,0
RickyX,US,,660,0
RickyYu,JP,,159,0
Ricky_Ban,JP,,969,0
Ricky_cs,JP,,180,0
Ricky_pon,JP,The University of Tokyo,2031,58
Ricmo,IN,,499,0
Rico,IN,,83,0
Ricordi,CN,No school!,83,0
Rics,JP,,56,0
Riddhanya,IN,BITS Pilani Goa Capus,4,0
RiddhiGarg123,IN,none,0,0
Riddhima,IN,,122,0
Riddhivern246,IN,,42,0
Riddho,BD,"DU_Dining_Philosophers, DU_Ekush, DU_RandomVariables, DU_ColonThree",779,0
Ride,JP,,49,0
Rider63905,IN,AKTU,2,0
RiderM,JP,,55,0
Rider_786,IN,,2,0
RidgeX,AU,University of Western Australia,637,0
Ridge_line,JP,,598,0
Ridham2001s,IN,,214,0
Ridhi_A,IN,,4,0
RidoineEl,TG,,30,0
Ridorick_76,IN,,0,0
Ridoy,BD,,1,0
Ridu1,BD,,59,0
Ridwain,BD,,2,0
Ridwan207,BD,,10,0
Ridwan_Rafi,BD,,0,0
Ridwy,JP,,480,0
Rie,JP,,73,0
Riel,JP,Wakayama University,12,0
RiemannUA,UA,,23,0
Rien_190,CN,,430,0
Rier,JP,,56,0
Rifa_Orin,BD,East West University,9,0
Rifaat,BD,,30,0
Rifal,SA,,80,0
Rifat448,BD,,100,0
RifatHossain47,BD,,62,0
RifatNDC,BD,,4,0
RifatShadman,BD,,13,0
RifatXia,BD,North South University,590,0
Rifat_,LT,,3,0
Rifat_CoU,BD,,35,0
Rifat_Uddin,BD,Student,0,0
Rifat_mahbub,BD,,59,0
Rifath,BD,,200,0
Rifatriaz,BD,Sust,0,0
Rifatzen,BD,,261,0
Riffelsee,JP,,475,0
Riffle,JP,,482,0
RifiEnter,JP,,275,0
Rift,CN,,785,0
Rig08,BR,,1,0
Rigan,BD,,0,0
Rigby,CN,,34,0
Rigel0814,JP,,0,0
Rigel_Tal,IN,,282,0
Rigel_Zhao,CN,,861,0
Right,JP,,3,0
RightClick,JP,,54,0
RightLight,JP,Nagoya University,394,0
Right_Angle,BD,,85,0
Right_way_BR,BD,,6,0
Righthanded13,IN,,74,0
Rigobertus,ES,,0,0
Rigor,MA,,86,0
Rigorous_Zahra,BD,,11,0
RihamKatout,PS,,13,0
Rii,JP,,7,0
Riiiisa,JP,,563,0
Rija,JP,立教大学,71,0
RijansBhagat,IN,,0,0
Riju_,IN,,0,0
RijulSinghal,IN,,2,0
Rijuyuezhu,CN,+8615879788486,11,0
Rika,JP,,930,0
Rika_Watanabe,JP,東京大学,1007,0
Rikarika,JP,,46,0
Riki45,KH,(55Gvenkams7J11mkG9HcZ7) KIT,210,0
Rikidd,CN,Steins Gate,16,0
Rikirin,SG,,1092,0
Rikitosama,JP,,83,0
Rikiya,JP,,194,0
Rikka_t,JP,,214,0
Riko0919,JP,和歌山大学システム工学部,76,0
Riku0529,JP,,8,0
Riku1,JP,,124,0
Riku1103,JP,京都大学,173,0
Riku555,JP,,176,0
Riku72o,JP,,2,0
RikuDr,JP,東京工業大学,176,0
RikuJason,JP,,0,0
RikuMiku,JP,,804,0
RikuUmezawa,JP,,5,0
Riku_Ohashi,JP,,31,0
Riku_Sasaki,JP,,2,0
Rikubon,JP,第一学院高等学校,36,0
Rikudo_6,IN,,0,0
Rikudon,JP,大阪大学,403,0
Rikumo,JP,,262,0
Rikuta,JP,,90,0
Rikutaro,JP,,45,0
Rikuya6,JP,,675,0
Riladavin,RU,,1532,0
Riley,JP,Tokyo Institute of Technology,14,0
Rillaboom2020,JP,9FskN8KyzE8EEYDxtVRkewWiwNVBos,1251,0
RillicitME,JP,,579,0
Rilllo,CN,,133,0
Rilph,JP,,4,0
Rily,JP,東京大学,69,0
RimTony,EG,,7,0
Rim_Loly,JP,,8,0
Rimawi,JO,,9,0
Rimgo,JP,大阪府立大学,736,0
Rimi_03,BD,,0,0
Rimix,JP,エンジニア,24,0
Rimlim,JP,,273,0
Rimo1129,JP,,5,0
Rimon,BD,,214,0
Rimon23,BD,,18,0
RimonVai,BD,,0,0
Rimontanmoy,BD,,285,0
Rimuru123,IN,,0,0
RimuruTempest,IN,,290,0
Rimuru_Tempest,IN,,211,0
Rin0816,JP,大阪工業大学情報科学部データサイエンス科,203,0
Rin1101,JP,,0,0
Rin2590,JP,仙台,58,0
RinCo,JP,,229,85
RinGoku,JP,フリーランス,7,0
RinMaruRin,JP,,38,0
RinNeak,KH,vESVzz2f4QT9SNBQTZb1HP,196,0
RinPV2,CN,,400,0
RinRainbow,JP,,29,0
RinSakamichi,JP,坂道輪のゆるぽた@YouTuber,1352,1684
RinSalt,JP,,619,489
RinTake,JP,,115,0
RinTrin,JP,University of Tokyo,318,0
Rin_Aric,JP,,129,0
Rin_H,CN,,531,0
Rin_statistics,JP,,11,0
Rina0823,JP,,17,0
Rina1008,JP,,5,0
RinaK,JP,,7,0
RinaM,JP,,0,0
RinaX,JP,,984,0
Rinaho,JP,,3,0
Rinchan,JP,,0,0
Rinchannn,JP,,0,0
Rinchen_A,US,,4,0
Rindrics,JP,Japan Fisheries and Education Agency,57,0
Rinen,JP,,998,0
Ring5,JP,,42,0
Ringo0731,JP,,328,0
Ringo99,JP,社会人,593,0
RingoBBQ,JP,,682,0
Ringo___,CN,,17,0
Ringoame,JP,,538,0
Ringoames,JP,甲南大学,5,0
Rings,CN,The Affiliated High School of Shanxi University,1590,0
RingweEH,CN,Autumn.,1104,0
Rinka05,IN,2025,42,0
RinkaSasagawa,JP,,29,0
Rinka_8187,JP,,24,0
RinkiyaKeDad,IN,Indian Institute of Technology (BHU) Varanasi,129,0
Rinne_chan,VN,,13,0
Rinno1478,JP,,165,0
Rinnshi7,CN,,46,0
Rinors,CN,,1433,0
Rinrin0402,JP,東京電機大学,100,0
Rinsaku,JP,,511,0
Rinscg,JP,,584,0
Rinshanone,JP,トイレ,612,649
Rinta114514,JP,w.pcp,109,0
Rintar000,JP,The University of Tokyo,1176,254
Rintaro,JP,Meiji univ,100,0
RintaroNasu,JP,福岡大学,0,0
Rintarooo,JP,Kyushu University,187,0
Rintarou_Okabe,BD,,0,0
RintatoMatsumura,JP,日本工業大学,10,0
Rinwasyu,JP,一関高専,779,0
Riny,CN,,740,0
Riny1110,JP,,272,0
Rinzo,JP,九州大学,0,0
Rio850,JP,,1049,0
Rio89,ID,,561,0
RioBlu,CN,,1303,0
RioLLee,CN,,13,0
Rio_,JP,The Open University of Japan,222,0
Rio_Awaji,JP,,83,0
Rio_Nyx,IN,,3,0
Rio_i,JP,,12,0
Rioki,JP,,24,0
RionEevee,JP,,552,0
RionScript,JP,,0,0
Rion_mia,BD,,11,0
Riosn,JP,,236,0
RiotNotGame001,JP,,336,0
Riot_Dragon,IN,,1178,0
Riotam,JP,,2,0
Rioum,JP,,574,0
RipAkj,IN,,0,0
Rip_Jay,IN,,120,0
Ripa,BD,,23,0
Ripa_cse,BD,Hajee Danesh Science and Technology University ,0,0
Ripnevskiy,UA,,2,0
Ripper711,IN,,0,0
Ripper_7,IN,,0,0
Ripple773P,JP,Tokyo Institute of Technology,914,0
Riran,JP,,419,0
Riregu,JP,,7,0
Riri_,JP,,261,0
Rirnon,JP,,19,0
Rirutal,JP,,0,0
Riryy,JP,,0,0
Ris135,BD,,2,0
RisK020,IN,,0,0
RisaN,JP,,117,0
Risan_Mahfuz,BD,,2,0
Rise,JP,,459,0
Rise1028,JP,,144,0
RiseAndGrind,BD,,166,0
RiseUp,RS,,17,0
Risea,JP,,477,0
Risebbit,JP,The University of Tokyo,1542,635
Risen,JP,,1419,2146
Rish01,IN,,362,0
Rish10,IN,,21,0
Rishab99,IN,,0,0
RishabBairi,IN,IIT MANDI,2,0
Rishab_07,IN,,41,0
Rishab_arora,IN,,883,0
Rishabh123,IN,,2,0
Rishabh25,IN,,20,0
Rishabh391,IN,,2,0
Rishabh510,IN,Maharaja Surajmal Institute of Technology,825,0
Rishabh7699,IN,Delhi Technological University,1936,0
RishabhAtCoder,IN,,48,0
RishabhNaagar,IN,,123,0
Rishabh_0612,IN,,146,0
Rishabh_144,IN,IITBHU,903,0
Rishabh_812,IN,,36,0
Rishabh_Bhaai4,IN,,458,0
Rishabh_Jain,IN,,487,0
Rishabh_Rai,IN,,0,0
Rishabh_gupta,IN,,0,0
Rishabhgpta,IN,,191,0
Rishabsoni1815,IN,,564,0
Rishad_nur,BD,,53,0
Rishav123,IN,,0,0
Rishav99,IN,,243,0
RishavRajhans,IN,,0,0
Rishav_53,IN,Fourth year btech cse student,6,0
Rishav_Kumar,IN,,40,0
Rishav__3225,IN,,74,0
Rishbot,IN,,0,0
Rishi12,IN,Student,2,0
Rishi2003,IN,,192,0
Rishi22_Coding,IN,,14,0
Rishi24,IN,,68,0
Rishi2674,IN,,0,0
Rishi358,IN,NIT Meghalaya,81,0
Rishi_24,IN,,784,0
Rishi_Nanthan,IN,,34,0
Rishi_kale,IN,Banaras hindi university,10,0
Rishika,IN,,3,0
Rishika10442,IN,,14,0
Rishika1998,IN,,35,0
Rishika844,IN,,0,0
RishikaR,IN,,7,0
Rishika_02,IN,,2,0
Rishika_Rajput,IN,,9,0
Rishikes1,IN,,2,0
Rishikesavan,IN,,43,0
RishikeshKumar,IN,,52,0
RishikeshReddy,IN,Mahindra University ,0,0
Rishiraj2002,IN,,5,0
Rishiraj58,IN,,2,0
Rishirwt,IN,,34,0
Rishit02,SG,,7,0
Rishit16,IN,KIIT University,2,0
Rishita_12,IN,,6,0
Rishita_16,IN,,0,0
RishithaK,IN,,6,0
RishithaNamineni,IN,,2,0
Rishtonlik,US,,0,0
Rishu,IN,,34,0
Rishu78,IN,,0,0
RishuSinha218,IN,,0,0
Rishun,AU,,6,0
Rishusingh88,IN,,135,0
RisingSun,JP,,7,0
Riskr,IN,,7,0
Riskr12,IN,,694,0
Risodu,SK,,25,0
Risona,JP,kanagawa,578,0
Ristu,CN,,316,0
Rit0,JP,,8,0
Rit000,JP,,0,0
Rit_Git,IN,,4,0
Ritafuuna,JP,Toho univ.,0,0
Ritake,IN,,321,0
Ritalc,CN,,1068,0
Ritalin,CN,,962,0
Ritchie,CN,,584,0
Riteh_081,IN,,0,0
Ritesh1302,IN,,2,0
Ritesh181,IN,JC bose university,6,0
RiteshChandra,IN,NIT Jamshedpur,33,0
RiteshGupta_2906,IN,,2,0
RiteshMohan,IN,,0,0
Ritesh_,IN,,1,0
Ritesh_001,IN,,3,0
Riteshraj1014,IN,,2,0
Rithesh,IN,BTECH,2,0
Rithik,IN,,0,0
Rithika,IN,,2,0
Rithika_pagadala,IN,,0,0
Rithvik89,IN,,233,0
Ritik1412,IN,,0,0
Ritik8755,IN,Student and a competitive coder,1,0
RitikChauhan,IN,,0,0
RitikRamuka,IN,,0,0
Ritik_100,IN,,41,0
Ritik_16,IN,College,38,0
Ritik_7231,IN,,45,0
Ritik_Chauhan,IN,,2,0
Ritik_Tiwari_26,IN,,8,0
Ritik_kumar,IN,Budge Budge Institute of Technology,60,0
Ritik_notatall,IN,,2,0
Ritika23,IN,,0,0
Ritika8,IN,Student ,0,0
RitikaSingh02,IN,,0,0
Ritika_123,IN,Student,24,0
Ritika_Mishra,IN,,5,0
Ritikgarg1773,IN,,15,0
Ritikkuril,IN,,2,0
Ritiksapat,IN,,5,0
RitishB,IN,IIT Guwahati,1221,0
RitishK,IN,National Institute of Technology Kurukshetra,25,0
Ritka0801,IN,,0,0
Rito_NashiUsagi,JP,Waseda University,206,0
Ritoja_,IN,Kalyani Government Engineering College,2,0
Ritos,XX,,2108,0
Rits,IN,,12,0
Ritsuke,JP,Ritsumeikan University ,2,0
Ritta,JP,Hokkaido University,57,0
Ritter,JP,,4,0
Rittik_1912,IN,,0,0
Ritu_29,IN,,0,0
Ritu_sharma,IN,,11,0
Ritujaryan,IN,,782,0
Rituraj09,IN,,325,0
Rituraj123456789,IN,,2,0
Ritwick_roy,IN,,260,0
Ritwik_30,IN,,7,0
Ritz04,IN,Mahindra University,2,0
Ritz_,JP,,276,0
Ritz_coder,IN,,0,0
Riuregan,BR,CEFET-MG-BH,0,0
Riva_Akter,BD,,30,0
Rivatora,JP,,11,0
RivenMain,IN,BITS Pilani,234,0
River002,CN,,0,0
RiverCold,CN,,10,0
RiverHamster,CN,,1726,0
RiverSilent,IN,,2,0
RiverUnion,JP,"string(8) ""0fe0c9b8""",177,174
RiverX15,IN,,34,0
Riverlevee,JP,,428,0
Rivuozil,IN,,18,0
Rixiasong,CN,,314,0
Riya1102,IN,,0,0
Riya123,IN,,10,0
Riya12345,IN,Hindu,1,0
Riya1935,IN,,70,0
Riya78,BD,,0,0
RiyaAggarwal,IN,,6,0
RiyaPramanik21,IN,,27,0
Riya_Bhardwaj,IN,159Sarai Mishra Etah,214,0
Riyaan,BD,,8,0
Riyabhagwat,IN,,0,0
Riyad,BD,,1,0
Riyad_22,BD,,76,0
Riyanshi,IN,,8,0
Riyasinha0209,IN,,0,0
Riyazul_Arfaat,BD,,0,0
Riyuji,BD,,227,0
Riyuzak251097,IN,,144,0
Rizak,IN,,1,0
Rizakura_,JP,,25,0
Rize,JP,,496,0
RiziR,CN,,1376,0
Rizon,BD,,74,0
Rizul,IN,,0,0
RizviPrime,IN,,86,0
Rizwan463,BD,,15,0
Rjain2421,IN,,24,0
Rjay21,IN,,8,0
Rjjkaushal,IN,,21,0
Rjo,JP,,716,687
Rk17,IN,panjab university,9,0
Rk8847,IN,,6,0
Rk_O,IN,,775,0
Rk_Rahul,BD,,42,0
Rkade,IN,,2,0
Rkant,IN,,3,0
Rkh2002,IR,,1187,0
Rkjais107,IN,,81,0
Rko10,IN,,5,0
Rkrishna_darshan,IN,,32,0
RmO,JP,,264,0
RmQu,QA,,90,0
Rmapyc,JP,,5,0
Rmax,CN,,298,0
RmdanJr,EG,,24,0
Rmn_5124,IN,,4,0
Rmnmidori,JP,,0,0
Rmuromachi,JP,,63,0
Rn222,JP,,17,0
