user_id,join,duration,elapsed,main_lang,python_rate
abckz,2022-07-02 19:47:57,0 days 00:00:00,243 days 10:28:59.674328,C++,0.0
abeker,2021-09-09 08:00:15,0 days 23:38:52,538 days 22:37:49.674328,C++,0.0
abel,2021-03-06 17:10:05,7 days 01:26:24,719 days 11:40:27.674328,Ruby,0.0
abhinav4279,2022-02-19 20:01:54,0 days 00:44:35,376 days 09:30:27.674328,C++,0.0
abhishekmittal15,2022-04-08 03:58:25,0 days 01:48:16,329 days 00:30:15.674328,C++,0.0
abhishekmohite,2022-07-03 17:46:59,0 days 00:00:00,242 days 12:29:57.674328,Python,1.0
abll,2021-04-26 07:17:01,0 days 00:00:00,675 days 22:59:55.674328,C++,0.0
abokado,2022-11-17 17:28:12,0 days 01:21:11,105 days 11:27:33.674328,C++,0.25
absenc,2022-07-03 18:45:42,0 days 02:52:03,242 days 08:39:11.674328,PyPy,0.0
abstalgebra,2022-09-18 19:24:36,11 days 16:01:59,153 days 18:50:21.674328,Python,1.0
ac23,2022-11-13 18:02:27,94 days 07:02:52,15 days 05:11:37.674328,Java,0.32673267326732675
ac2393921,2022-04-24 20:13:18,0 days 00:00:00,312 days 10:03:38.674328,PyPy,0.0
acetaffy,2022-11-12 22:31:19,0 days 00:00:00,110 days 07:45:37.674328,Python,1.0
ach_53,2022-06-01 20:33:19,2 days 22:00:44,271 days 11:42:53.674328,C++,0.0
achapi,2021-12-12 22:33:09,419 days 18:01:24,25 days 13:42:23.674328,PyPy,0.007692307692307693
aconite_ac,2022-03-26 15:59:48,238 days 16:55:20,102 days 21:21:48.674328,C++,0.0
acsess,2021-04-25 22:30:52,0 days 00:00:00,676 days 07:46:04.674328,C++,0.0
acwing_dys,2021-04-28 16:57:08,0 days 00:00:00,673 days 13:19:48.674328,C++,0.0
adam_rajsky,2022-02-13 18:25:31,2 days 13:24:01,379 days 22:27:24.674328,C++,0.0
adaniki,2021-04-25 20:35:21,0 days 02:02:49,676 days 07:38:46.674328,Fortran,0.0
adbjesus,2022-07-21 19:38:22,106 days 04:14:41,118 days 06:23:53.674328,C++,0.0
adda,2021-08-07 17:33:58,547 days 04:36:03,25 days 08:06:55.674328,PyPy,0.1875
adiphi,2022-09-18 13:21:41,0 days 00:00:00,165 days 16:55:15.674328,C++,0.0
adityagamer,2022-05-29 02:12:52,0 days 10:34:01,277 days 17:30:03.674328,C++,0.0
adityak4,2021-04-25 19:21:13,0 days 00:00:00,676 days 10:55:43.674328,C++,0.0
administratorz,2022-10-30 15:06:11,92 days 02:44:34,31 days 12:26:11.674328,C++,0.0
adomine,2021-03-06 17:35:33,700 days 00:15:41,26 days 12:25:42.674328,C++,0.0
agaaga,2022-05-28 13:29:12,76 days 03:11:01,202 days 13:36:43.674328,Ruby,0.0
agajo,2021-03-07 12:33:40,453 days 11:07:38,272 days 06:35:38.674328,Rust,0.0
agarai3,2021-03-08 20:24:40,340 days 16:22:53,383 days 17:29:23.674328,C++,0.0
agatha_icetea,2022-02-12 20:37:28,0 days 16:42:49,382 days 16:56:39.674328,Python,0.6666666666666666
agnomy,2021-03-13 23:12:51,0 days 00:00:00,719 days 07:04:05.674328,C,0.0
agridrama,2021-03-07 12:07:11,483 days 03:18:52,242 days 14:50:53.674328,C++,0.0
agw02010,2021-03-06 18:33:04,356 days 16:01:25,369 days 19:42:27.674328,Python,1.0
ahc,2023-01-29 11:07:31,0 days 00:00:00,32 days 19:09:25.674328,C++,0.0
ahwhQZY,2022-08-16 21:08:52,0 days 00:00:00,198 days 09:08:04.674328,C++,0.0
aimyun,2021-04-25 22:46:16,27 days 22:32:20,648 days 08:58:20.674328,PyPy,0.0
ainem,2022-02-12 13:39:12,356 days 07:25:55,27 days 09:11:49.674328,Rust,0.16412213740458015
aji_A231,2022-10-30 16:20:11,0 days 00:00:00,123 days 13:56:45.674328,Python,1.0
ak3,2021-03-13 22:18:15,4 days 17:41:27,714 days 14:17:14.674328,Python,1.0
ak9,2021-03-27 03:00:20,429 days 21:11:23,276 days 06:05:13.674328,C++,0.0
aka12,2021-03-07 14:13:54,621 days 21:18:05,103 days 18:44:57.674328,C++,0.22988505747126436
akagenorobin,2021-03-07 01:27:51,4 days 21:58:41,721 days 06:50:24.674328,Rust,0.0
akane831,2021-03-07 18:15:01,641 days 23:18:28,83 days 12:43:27.674328,C++,0.018691588785046728
akariki,2022-02-20 14:38:17,63 days 03:51:32,312 days 11:47:07.674328,PyPy,0.0
akasateru,2021-03-06 14:03:04,0 days 00:00:00,726 days 16:13:52.674328,Python,1.0
akasia_midori,2021-12-12 16:24:51,420 days 02:49:02,25 days 11:03:03.674328,PyPy,0.1891891891891892
akasinn,2021-05-23 18:51:49,547 days 01:24:43,101 days 10:00:24.674328,C++,0.044642857142857144
akbar19,2022-02-26 03:00:15,28 days 15:59:50,341 days 11:16:51.674328,Java,0.0
aketijyuuzou,2022-03-26 15:04:10,0 days 00:00:00,341 days 15:12:46.674328,C#,0.0
akidaily,2021-04-25 22:31:31,650 days 21:24:15,25 days 10:21:10.674328,C++,0.0
akikuno,2021-11-14 17:11:58,0 days 02:00:26,473 days 11:04:32.674328,Python,0.8333333333333334
akima3104,2022-02-07 13:05:57,357 days 20:14:18,30 days 20:56:41.674328,PyPy,0.25925925925925924
akimasa_l,2021-03-06 18:37:15,0 days 00:00:00,726 days 11:39:41.674328,Text,0.0
akinari_ueda,2021-05-23 09:59:59,0 days 00:00:00,648 days 20:16:57.674328,Python,1.0
akinoyonoyume,2021-04-25 21:25:10,0 days 01:24:32,676 days 07:27:14.674328,C++,0.0
akinyan,2022-07-03 15:14:42,132 days 10:47:37,110 days 04:14:37.674328,C++,0.0
akioizf,2021-03-12 13:25:26,0 days 07:25:14,720 days 09:26:16.674328,C++,0.0
akky,2022-02-04 23:38:00,0 days 00:19:50,391 days 06:19:06.674328,C++,0.0
akouryy,2021-04-25 20:25:08,475 days 01:28:49,201 days 08:22:59.674328,C++,0.0
akram26,2022-07-08 00:45:22,0 days 00:00:00,238 days 05:31:34.674328,C++,0.0
akua,2022-08-09 21:37:30,0 days 00:00:00,205 days 08:39:26.674328,C++,0.0
akys,2022-02-13 15:09:56,357 days 04:09:19,25 days 10:57:41.674328,Python,1.0
alan8585,2021-03-09 01:33:33,0 days 01:22:35,724 days 03:20:48.674328,C++,0.0
albeXL,2021-03-07 05:00:41,0 days 00:00:00,726 days 01:16:15.674328,C++,0.0
alex6666,2022-06-04 21:52:26,0 days 17:36:04,270 days 14:48:26.674328,C++,0.0
alex_96,2021-12-12 12:47:00,420 days 11:31:25,25 days 05:58:31.674328,PyPy,0.11538461538461539
algotross,2021-03-13 11:33:30,53 days 01:46:37,666 days 16:56:49.674328,Java,0.0
ali1234,2022-11-12 00:05:51,0 days 00:00:00,111 days 06:11:05.674328,Python,1.0
allegrogiken,2021-03-07 10:48:59,700 days 09:10:34,25 days 10:17:23.674328,D,0.0
alorie,2021-03-11 17:52:02,0 days 00:30:00,721 days 11:54:54.674328,C++,0.0
altairrr,2021-03-06 12:22:48,346 days 02:58:55,380 days 14:55:13.674328,C++,0.0
alumi2018,2022-02-16 07:40:12,10 days 00:29:43,369 days 22:07:01.674328,Python,1.0
alvinvin,2021-03-12 11:52:39,519 days 11:03:04,201 days 07:21:13.674328,PyPy,0.0
alwys_gok,2021-03-06 18:52:38,0 days 01:43:16,726 days 09:41:02.674328,C++,0.0
amaguri0408,2021-03-06 12:10:58,700 days 05:11:46,26 days 12:54:12.674328,PyPy,0.19298245614035087
amalett0,2021-11-14 17:38:24,160 days 21:44:10,312 days 14:54:22.674328,PyPy,0.0
amamiya,2021-07-07 23:22:53,0 days 00:00:00,603 days 06:54:03.674328,Rust,0.0
amanMahendroo,2021-08-07 17:02:36,231 days 01:17:32,341 days 11:56:48.674328,C++,0.0
amanee84,2022-02-12 15:51:23,104 days 22:34:16,278 days 15:51:17.674328,C++,0.0
amanou,2022-08-12 20:54:38,78 days 21:55:18,123 days 11:27:00.674328,Rust,0.0
amaou,2022-05-28 14:21:18,6 days 10:48:43,272 days 05:06:55.674328,PyPy,0.0
amari_,2022-05-16 00:33:14,19 days 16:53:39,271 days 12:50:03.674328,C++,0.0
amayapetako,2021-03-06 12:31:27,701 days 06:01:48,25 days 11:43:41.674328,PyPy,0.15384615384615385
amentorimaru,2021-03-08 22:25:36,600 days 23:43:17,123 days 08:08:03.674328,C++,0.0
amepro,2021-03-07 22:53:22,0 days 00:00:00,725 days 07:23:34.674328,C++,0.0
amezaki1007,2022-03-27 23:03:38,0 days 00:23:01,340 days 06:50:17.674328,C++,0.0
amigurumicats,2021-03-10 08:45:08,0 days 00:00:00,722 days 21:31:48.674328,Rust,0.0
amitani,2021-03-09 02:28:53,698 days 17:26:33,25 days 10:21:30.674328,Python,0.42857142857142855
amixedcolor,2021-03-07 00:09:18,76 days 12:10:05,649 days 17:57:33.674328,PyPy,0.3333333333333333
amoshuangyc,2021-03-06 17:52:30,524 days 09:15:16,202 days 03:09:10.674328,C++,0.375
amotoma3,2022-06-03 23:24:50,245 days 23:29:15,26 days 07:22:51.674328,C++,0.09302325581395349
amtgjw,2021-03-13 22:59:42,0 days 00:00:00,719 days 07:17:14.674328,C++,0.0
amylase,2022-10-30 15:14:09,35 days 02:15:37,88 days 12:47:10.674328,C++,0.0
anagohirame,2021-03-08 02:47:01,0 days 00:32:41,725 days 02:57:14.674328,Python,1.0
anchy,2021-05-25 21:56:08,4 days 21:49:52,641 days 10:30:56.674328,PyPy,0.0
andpdas,2021-04-25 20:34:09,28 days 08:58:27,648 days 00:44:20.674328,C#,0.0
anemame,2021-03-09 16:25:03,77 days 22:51:00,645 days 15:00:53.674328,C++,0.0
ankan2526,2021-05-22 14:26:22,0 days 23:05:25,648 days 16:45:09.674328,Python,1.0
anko111,2022-06-26 09:37:32,139 days 11:19:58,110 days 09:19:26.674328,C++,0.0
anmichi,2022-11-12 01:16:43,0 days 01:17:45,111 days 03:42:28.674328,C++,0.5
anmolsharma,2021-05-22 17:27:00,34 days 22:33:12,614 days 14:16:44.674328,Python,0.9
annnnnnna,2022-02-12 16:19:27,13 days 03:18:44,370 days 10:38:45.674328,Kotlin,0.0
anpan_pass,2021-03-14 14:43:19,0 days 03:29:34,718 days 12:04:03.674328,Go,0.0
anran,2022-02-26 14:21:40,0 days 00:00:00,369 days 15:55:16.674328,C++,0.0
ansain,2021-03-06 16:48:46,701 days 02:43:49,25 days 10:44:21.674328,PyPy,0.31343283582089554
ansark88,2021-04-25 22:13:53,0 days 00:39:00,676 days 07:24:03.674328,PyPy,0.0
anshul17024,2021-03-07 04:46:04,0 days 00:00:00,726 days 01:30:52.674328,PyPy,0.0
ansisg,2021-08-07 17:59:44,0 days 00:20:43,572 days 11:56:29.674328,C++,0.0
antguz,2021-03-08 22:01:30,522 days 10:22:23,201 days 21:53:03.674328,C++,0.0
antineutrino,2022-11-11 21:30:02,4 days 13:02:09,106 days 19:44:45.674328,Python,1.0
anubhabishere,2021-08-07 16:18:08,0 days 01:10:24,572 days 12:48:24.674328,PyPy,0.0
anuj0809,2021-05-26 23:17:13,541 days 14:54:20,103 days 16:05:23.674328,C++,0.25
anyixing,2021-03-09 19:38:02,0 days 00:39:58,723 days 09:58:56.674328,C++,0.0
ao1415,2021-03-07 02:13:40,623 days 10:06:33,102 days 17:56:43.674328,C++,0.0
ao_ba,2022-10-30 15:25:34,0 days 04:07:44,123 days 10:43:38.674328,PyPy,0.0
aokabi,2021-04-25 20:05:37,0 days 04:21:47,676 days 05:49:32.674328,C++,0.0
aoken_7,2021-03-06 15:20:59,528 days 03:55:28,198 days 11:00:29.674328,C++,0.0
aoking,2021-04-25 19:37:15,230 days 23:00:49,445 days 11:38:52.674328,Python,0.6842105263157895
aonama,2021-03-06 12:55:43,695 days 04:46:17,31 days 12:34:56.674328,C++,0.0
aorinngo0606,2022-07-03 19:37:20,0 days 00:18:38,242 days 10:20:58.674328,Text,0.0
aoymats,2022-03-26 20:49:54,307 days 21:43:31,33 days 11:43:31.674328,PyPy,0.0
aozorarb,2021-05-12 18:10:24,0 days 00:05:07,659 days 12:01:25.674328,Ruby,0.0
apiros3,2022-03-26 15:22:10,176 days 21:31:03,164 days 17:23:43.674328,C++,0.0
aplysia,2022-03-26 16:38:58,314 days 00:54:51,27 days 12:43:07.674328,C++,0.03773584905660377
apth,2022-07-03 16:24:03,0 days 02:10:58,242 days 11:41:55.674328,C++,0.0
apu1102,2022-02-12 16:55:23,3 days 09:28:14,380 days 03:53:19.674328,PyPy,0.45
aq01,2022-10-30 16:02:14,0 days 00:32:23,123 days 13:42:19.674328,PyPy,0.0
aquaCpp,2021-03-06 13:14:25,1 days 07:01:25,725 days 10:01:06.674328,C++,0.0
arad,2021-11-14 16:07:10,448 days 03:45:04,25 days 10:24:42.674328,C++,0.0
aradhyeagarwal,2022-06-03 17:20:52,0 days 02:47:18,272 days 10:08:46.674328,Python,1.0
arashi6014,2021-06-26 14:23:50,0 days 00:36:33,614 days 15:16:33.674328,C++,0.0
arasius,2021-05-22 17:08:43,1 days 04:18:22,648 days 08:49:51.674328,PyPy,0.0
arataku,2022-04-24 17:43:35,107 days 03:33:58,205 days 08:59:23.674328,PyPy,0.0
arc,2021-03-10 00:35:39,277 days 20:00:20,445 days 09:40:57.674328,C++,0.0
arcanum,2021-04-25 20:29:57,0 days 02:30:29,676 days 07:16:30.674328,Python,1.0
arfz,2022-05-29 18:31:21,170 days 04:43:29,107 days 07:02:06.674328,PyPy,0.0
ari_kun,2022-09-19 12:14:14,0 days 00:00:00,164 days 18:02:42.674328,C++,0.0
arieyui,2021-04-25 20:58:16,33 days 23:51:00,642 days 09:27:40.674328,C++,0.0
arimatti,2021-04-25 20:19:24,653 days 01:16:05,23 days 08:41:27.674328,C++,0.0
arisa_boc,2021-04-25 21:53:56,0 days 00:43:16,676 days 07:39:44.674328,C++,0.0
arisa_t,2021-05-24 09:20:10,0 days 05:48:22,647 days 15:08:24.674328,Python,0.8333333333333334
arisugawayuki,2021-05-28 12:36:24,371 days 12:06:48,272 days 05:33:44.674328,C++,0.0
ariver78,2021-03-06 23:37:21,560 days 09:23:19,165 days 21:16:16.674328,PyPy,0.03389830508474576
arkhe,2023-02-02 19:39:44,0 days 00:00:00,28 days 10:37:12.674328,C++,0.0
arosh,2021-11-14 18:41:11,0 days 01:24:33,473 days 10:11:12.674328,C++,0.0
artechum,2021-03-07 16:52:44,7 days 01:33:04,718 days 11:51:08.674328,C,0.0
artoy21,2022-09-21 23:05:07,6 days 21:21:31,155 days 09:50:18.674328,C++,0.0
arugo11,2021-04-27 13:09:32,0 days 00:00:00,674 days 17:07:24.674328,PyPy,0.0
arukuka,2021-04-25 21:01:11,573 days 20:50:09,102 days 12:25:36.674328,C++,0.0
arus,2021-04-25 22:31:11,26 days 18:20:45,649 days 13:25:00.674328,C++,0.0
arvindf232,2023-02-05 18:53:50,0 days 00:32:49,25 days 10:50:17.674328,Kotlin,0.0
asaringo,2022-04-24 16:01:14,0 days 02:56:20,312 days 11:19:22.674328,C++,0.0
asawa,2022-09-22 23:06:20,55 days 15:45:03,105 days 15:25:33.674328,Python,0.574468085106383
asdf1234567,2022-04-11 23:27:00,0 days 00:00:00,325 days 06:49:56.674328,C++,0.0
ashanhr,2021-04-25 20:54:25,0 days 02:09:58,676 days 07:12:33.674328,C++,0.0
ashen_witch,2021-06-17 11:27:54,16 days 07:04:11,607 days 11:44:51.674328,C++,0.0
ashipan,2021-03-07 02:16:42,49 days 20:21:04,676 days 07:39:10.674328,C++,0.0
ashitsunokara,2022-02-12 19:38:19,358 days 01:10:04,25 days 09:28:33.674328,C++,0.0
ashmelev,2021-06-26 13:06:53,415 days 22:50:31,198 days 18:19:32.674328,C++,0.0
asi1024,2021-03-06 20:16:49,346 days 03:03:50,380 days 06:56:17.674328,C++,0.0
aspi,2021-03-06 12:19:07,85 days 07:39:18,641 days 10:18:31.674328,C++,0.0
assault_anna,2022-09-17 19:31:49,140 days 22:45:37,25 days 11:59:30.674328,C++,0.0
assy,2021-03-07 16:44:21,616 days 16:50:13,108 days 20:42:22.674328,C++,0.0
astron,2022-11-11 23:05:22,79 days 21:06:40,31 days 10:04:54.674328,Python,0.625
astrothunder7,2021-04-25 22:09:27,26 days 17:15:31,649 days 14:51:58.674328,C++,0.0
at12,2021-03-06 12:39:02,50 days 08:39:14,676 days 08:58:40.674328,PyPy,0.5
atchi_coder,2021-11-19 21:41:31,441 days 22:06:13,26 days 10:29:12.674328,PyPy,0.0
atcoder,2021-03-06 12:08:42,574 days 06:18:19,152 days 11:49:55.674328,C++,0.0
atcoder6,2022-07-03 19:06:57,0 days 00:06:12,242 days 11:03:47.674328,C++,0.5
atcodertai,2022-06-10 17:51:13,0 days 00:00:00,265 days 12:25:43.674328,C++,0.0
atjh16,2022-08-10 15:17:19,2 days 19:23:25,201 days 19:36:12.674328,C++,0.0
atofujiosukai,2022-02-13 18:07:29,357 days 01:32:31,25 days 10:36:56.674328,C++,0.0033222591362126247
ats5515,2021-04-25 22:49:07,230 days 21:10:37,445 days 10:17:12.674328,C++,0.0
atsu0905,2022-11-14 22:28:23,0 days 00:00:00,108 days 07:48:33.674328,PyPy,0.0
atsuma,2022-02-12 16:32:07,1 days 17:19:50,381 days 20:24:59.674328,Java,0.0
atsushi015,2021-03-13 02:25:43,350 days 06:04:22,369 days 21:46:51.674328,C++,0.0
attachecase,2022-07-03 18:42:08,0 days 00:07:15,242 days 11:27:33.674328,PyPy,0.0
attuxan,2021-06-26 14:30:44,0 days 03:02:30,614 days 12:43:42.674328,C++,0.0
atug,2022-09-17 19:19:46,141 days 00:31:18,25 days 10:25:52.674328,C++,0.0
auaua,2021-05-23 06:05:50,375 days 04:31:53,273 days 19:39:13.674328,C++,0.0
august14,2021-03-07 06:08:56,384 days 12:08:04,341 days 11:59:56.674328,C++,0.0
autumn_fish,2021-03-11 18:24:21,45 days 03:59:29,676 days 07:53:06.674328,C++,0.0
aviii,2021-04-25 19:25:06,0 days 00:00:00,676 days 10:51:50.674328,C++,0.0
aviral,2021-05-22 16:48:31,3 days 06:20:19,646 days 07:08:06.674328,Python,1.0
avm,2021-03-06 23:26:20,7 days 03:18:50,719 days 03:31:46.674328,Rust,0.0
awageppo,2021-05-22 20:34:24,0 days 00:00:00,649 days 09:42:32.674328,C++,0.0
axxile,2022-11-24 22:06:45,0 days 00:00:00,98 days 08:10:11.674328,Python,1.0
aya_se,2021-03-12 17:54:34,0 days 01:30:47,720 days 10:51:35.674328,C++,0.0
ayaoni,2021-03-06 19:15:59,153 days 22:04:03,572 days 12:56:54.674328,PyPy,0.0
ayataka5,2022-08-09 22:16:31,95 days 16:06:43,109 days 15:53:42.674328,C++,0.16666666666666666
ayu777pro,2021-12-12 16:14:42,412 days 02:38:11,33 days 11:24:03.674328,C++,0.0
ayuayu,2023-01-31 20:12:33,0 days 02:59:51,30 days 07:04:32.674328,PyPy,0.25
ayutake,2022-11-11 22:57:10,78 days 02:13:34,33 days 05:06:12.674328,C#,0.0
ayutaya,2021-07-09 15:00:49,0 days 00:41:37,601 days 14:34:30.674328,C++,0.0
azennto,2021-11-22 20:27:46,434 days 23:59:19,30 days 09:49:51.674328,Python,0.5
azriel1rf,2021-03-14 17:34:47,146 days 02:25:49,572 days 10:16:20.674328,PyPy,0.16666666666666666
azuki3915,2022-04-11 10:07:31,12 days 23:59:58,312 days 20:09:27.674328,C++,0.0
azxi,2021-04-25 21:33:20,0 days 01:26:14,676 days 07:17:22.674328,Rust,0.0
b2jena,2021-11-15 17:02:27,0 days 00:00:00,472 days 13:14:29.674328,C++,0.0
baLoon,2022-02-12 13:17:27,273 days 05:08:09,110 days 11:51:20.674328,C++,0.0
bababamizu,2021-03-13 22:36:44,0 days 00:00:00,719 days 07:40:12.674328,C++,0.0
babylon_,2022-04-24 15:25:10,33 days 21:09:37,278 days 17:42:09.674328,C++,0.06666666666666667
back_low_,2021-11-14 17:23:13,0 days 01:40:48,473 days 11:12:55.674328,C++,0.0
baito,2021-04-25 21:49:22,0 days 00:47:54,676 days 07:39:40.674328,C++,0.0
baiyaojie,2022-05-22 17:52:32,264 days 04:01:34,20 days 08:22:50.674328,PyPy,0.3333333333333333
bakimomo,2022-03-25 14:17:43,0 days 00:11:33,342 days 15:47:40.674328,C++,0.0
baku1101,2021-04-25 21:03:59,566 days 18:53:05,109 days 14:19:52.674328,Rust,0.0
baluteshih,2021-03-06 18:04:57,0 days 19:38:35,725 days 16:33:24.674328,C++,0.0
bananaboat,2022-05-29 21:47:52,0 days 00:00:00,277 days 08:29:04.674328,C++,0.0
bangohan34,2021-04-25 20:29:06,334 days 21:30:12,341 days 12:17:38.674328,C++,0.0
baolidakai,2021-04-25 21:07:09,0 days 01:17:56,676 days 07:51:51.674328,C++,0.0
baroqueengine,2021-04-25 19:51:07,28 days 05:37:48,648 days 04:48:01.674328,C++,0.0
baseballtoma,2022-02-12 19:31:51,358 days 00:16:15,25 days 10:28:50.674328,PyPy,0.0
basyakue,2022-06-03 22:24:18,0 days 00:00:00,272 days 07:52:38.674328,Python,1.0
batomomo9,2021-03-06 12:53:29,0 days 00:00:00,726 days 17:23:27.674328,Python,1.0
batsumaru,2021-05-22 16:57:05,336 days 22:31:36,312 days 14:48:15.674328,C++,0.0
bayashi_cl,2021-03-08 12:00:08,613 days 07:28:03,111 days 10:48:45.674328,C++,0.34285714285714286
bayashiko,2021-03-06 14:34:30,697 days 05:39:17,29 days 10:03:09.674328,C++,0.0
bayou,2022-02-17 13:48:15,353 days 05:21:09,25 days 11:07:32.674328,PyPy,0.00909090909090909
bcollet,2021-03-07 01:31:08,0 days 00:00:00,726 days 04:45:48.674328,PyPy,0.0
be60,2021-03-06 19:13:20,50 days 02:43:21,676 days 08:20:15.674328,C++,0.0
beagleworks,2022-09-17 19:38:58,139 days 06:37:14,27 days 04:00:44.674328,C++,0.03773584905660377
becaido,2022-08-09 21:57:40,0 days 00:30:44,205 days 07:48:32.674328,C++,0.0
begame,2021-05-22 20:53:33,0 days 00:00:00,649 days 09:23:23.674328,C#,0.0
begoniagrandis,2022-10-01 18:59:44,3 days 20:48:26,148 days 14:28:46.674328,C++,0.0
behoma8,2023-02-03 20:39:16,0 days 22:35:59,26 days 11:01:41.674328,C#,0.0
beingtripathi,2021-04-28 13:10:38,0 days 00:00:00,673 days 17:06:18.674328,C++,0.0
bekai,2021-03-11 20:18:16,1 days 04:35:24,720 days 05:23:16.674328,Python,1.0
berry,2022-02-19 00:32:21,351 days 18:47:33,25 days 10:57:02.674328,C++,0.0038022813688212928
besukohu,2021-11-14 18:11:07,448 days 00:28:02,25 days 11:37:47.674328,C++,0.0
beta,2021-05-28 06:12:08,536 days 04:34:37,107 days 19:30:11.674328,PyPy,0.0
betrue12,2021-03-06 16:41:53,79 days 08:20:30,647 days 05:14:33.674328,C++,0.0
billthelizard,2021-12-12 20:00:51,2 days 22:20:48,442 days 11:55:17.674328,PyPy,0.4
bin101,2021-03-07 02:49:57,703 days 23:16:29,22 days 04:10:30.674328,C++,0.0
binap,2023-01-28 17:50:54,0 days 04:51:29,33 days 07:34:33.674328,C++,0.0
bio4eta,2022-05-28 13:36:27,253 days 06:11:27,25 days 10:29:02.674328,Python,0.6842105263157895
biones,2021-12-12 18:45:01,0 days 01:28:17,445 days 10:03:38.674328,Python,1.0
bios34,2022-08-11 22:22:07,95 days 08:22:14,107 days 23:32:35.674328,C++,0.4
bird01,2022-02-23 10:12:58,347 days 08:59:37,25 days 11:04:21.674328,C++,0.0
birdwatcher,2022-02-13 15:36:02,357 days 02:00:49,25 days 12:40:05.674328,C++,0.0
bisphenoi,2022-03-26 15:25:22,237 days 03:48:41,104 days 11:02:53.674328,C++,0.015625
bit01,2021-04-25 21:14:03,0 days 00:00:00,676 days 09:02:53.674328,Python,1.0
bit_zentansaku,2021-05-22 12:13:53,308 days 05:08:09,341 days 12:54:54.674328,C++,0.0
bitengineer,2021-05-02 01:32:34,0 days 04:43:26,670 days 00:00:56.674328,Python,1.0
bitrate,2021-03-09 01:01:18,109 days 15:43:29,614 days 13:32:09.674328,C++,0.0
bk_cocoa,2022-02-12 17:08:53,297 days 22:28:21,85 days 14:39:42.674328,PyPy,0.0
black9,2021-11-15 21:07:08,365 days 22:30:48,106 days 10:39:00.674328,PyPy,0.0
blackhorse,2022-02-27 13:03:31,126 days 06:08:03,242 days 11:05:22.674328,C++,0.0
blackning,2022-06-18 17:46:52,0 days 00:00:00,257 days 12:30:04.674328,Python,1.0
blackyuki,2021-08-07 22:10:05,469 days 12:20:36,102 days 19:46:15.674328,C++,0.09090909090909091
blast3,2022-03-26 15:14:18,99 days 02:40:07,242 days 12:22:31.674328,C++,0.0
blood_of_dragons,2022-02-13 02:37:55,351 days 20:17:10,31 days 07:21:51.674328,C++,0.0
blue_jam,2022-06-03 20:19:49,73 days 23:17:28,198 days 10:39:39.674328,Kotlin,0.0
blueberry1001,2023-01-29 12:52:48,0 days 01:11:45,32 days 16:12:23.674328,C++,0.0
bluespace,2022-09-28 14:59:59,0 days 00:00:00,155 days 15:16:57.674328,C++,0.0
bluexleoxgreen,2022-09-19 22:43:50,4 days 12:49:35,159 days 18:43:31.674328,C++,0.0
boatmuscles,2021-11-14 18:33:29,350 days 00:26:19,123 days 11:17:08.674328,C++,0.0
bobby285271,2021-05-25 17:55:42,3 days 22:33:33,642 days 13:47:41.674328,C++,0.0
bokusunny,2021-12-12 16:13:46,76 days 01:22:34,369 days 12:40:36.674328,C++,0.0
bonjin_tw,2022-09-17 16:00:53,55 days 06:07:56,111 days 08:08:07.674328,PHP,0.0
boocoo,2021-04-25 21:25:10,30 days 03:55:54,646 days 04:55:52.674328,C++,0.0
boomslang,2021-03-14 13:32:40,146 days 02:34:57,572 days 14:09:19.674328,Java,0.0
boreng,2021-12-12 17:36:25,0 days 00:49:47,445 days 11:50:44.674328,Python,1.0
boutarou,2021-03-12 19:51:42,379 days 22:08:46,340 days 12:16:28.674328,C++,0.0
bowwowforeach,2021-03-06 18:59:22,706 days 20:08:15,19 days 15:09:19.674328,C++,0.0
bqn,2021-03-06 19:16:55,700 days 23:08:33,25 days 11:51:28.674328,Rust,0.0
breakfast_curry,2022-06-01 02:51:02,249 days 18:18:15,25 days 09:07:39.674328,PyPy,0.0
briansu,2021-03-06 22:57:51,0 days 04:01:10,726 days 03:17:55.674328,C++,0.0
bribritt,2022-10-24 21:30:08,26 days 21:40:40,102 days 11:06:08.674328,C++,0.0
brightboi321,2022-11-01 11:44:34,0 days 18:01:28,121 days 00:30:54.674328,C++,0.0
brightcat,2021-03-06 12:14:49,77 days 23:34:08,648 days 18:27:59.674328,C++,0.4166666666666667
broad,2022-02-13 20:54:57,355 days 16:53:36,26 days 16:28:23.674328,C++,0.0
brobat,2022-02-20 01:16:01,265 days 05:34:16,110 days 23:26:39.674328,C++,0.13333333333333333
brown_amaurotis,2022-08-09 22:32:05,179 days 18:16:38,25 days 13:28:13.674328,C++,0.0
brthyyjp,2021-03-06 12:19:23,701 days 06:39:04,25 days 11:18:29.674328,PyPy,0.013422818791946308
bscdesu,2022-09-18 23:10:56,6 days 17:52:08,158 days 13:13:52.674328,JavaScript,0.0
btk15049,2021-03-08 00:38:17,526 days 19:35:45,198 days 10:02:54.674328,C++,0.0
bubblemanTG,2021-06-26 18:44:04,273 days 00:40:40,341 days 10:52:12.674328,C++,0.0
bucketpotato,2022-02-19 09:44:48,217 days 23:12:03,158 days 21:20:05.674328,C++,0.0
building,2022-03-20 16:51:41,80 days 03:17:31,267 days 10:07:44.674328,C++,0.0
buridaikon,2022-05-28 14:19:39,112 days 04:41:34,166 days 11:15:43.674328,Java,0.0
